parameter,mean,sd,q05,q95,rhat,ess
"mu_y[334,3]",7.585,0.162,7.318,7.853,1,7803
"mu_y[335,3]",7.585,0.155,7.325,7.838,1,7720
"mu_y[336,3]",7.584,0.164,7.315,7.857,1,7803
"mu_y[337,3]",7.583,0.198,7.256,7.909,1,8070
"mu_y[338,3]",7.03,0.182,6.729,7.329,1,8135
"mu_y[339,3]",7.016,0.173,6.726,7.3,1,8209
"mu_y[340,3]",7,0.173,6.714,7.282,1,8140
"mu_y[341,3]",6.969,0.197,6.646,7.29,1,8180
"mu_y[342,3]",8.775,0.191,8.457,9.087,1,8187
"mu_y[343,3]",8.758,0.179,8.456,9.053,1,8165
"mu_y[344,3]",8.723,0.177,8.425,9.007,1,8082
"mu_y[345,3]",8.689,0.203,8.348,9.021,1,7989
"mu_y[346,3]",7.621,0.177,7.328,7.914,1,7514
"mu_y[347,3]",7.588,0.163,7.317,7.858,1,7238
"mu_y[348,3]",7.547,0.155,7.294,7.797,1,7059
"mu_y[349,3]",7.488,0.162,7.22,7.752,1,7103
"mu_y[350,3]",7.414,0.199,7.082,7.734,1,7445
"mu_y[351,3]",7.067,0.188,6.757,7.373,1,8074
"mu_y[352,3]",7.045,0.176,6.756,7.334,1.001,8010
"mu_y[353,3]",7.027,0.173,6.745,7.308,1.001,7991
"mu_y[354,3]",6.947,0.223,6.585,7.315,1,8195
"mu_y[355,3]",7.659,0.215,7.305,8.016,1.001,7772
"mu_y[356,3]",7.594,0.198,7.265,7.916,1.001,7546
"mu_y[357,3]",7.513,0.22,7.148,7.869,1.001,7558
"mu_y[358,3]",7.616,0.249,7.208,8.026,1.001,8020
"mu_y[359,3]",7.55,0.253,7.131,7.974,1.001,7969
"mu_y[360,3]",8.064,0.179,7.764,8.361,1,7022
"mu_y[361,3]",8.059,0.164,7.785,8.328,1,6770
"mu_y[362,3]",8.054,0.156,7.794,8.312,1,6749
"mu_y[363,3]",8.043,0.164,7.773,8.314,1,7192
"mu_y[364,3]",8.033,0.199,7.707,8.363,1,7364
"mu_y[365,3]",8.98,0.177,8.687,9.269,1,8221
"mu_y[366,3]",8.97,0.162,8.703,9.234,1,7995
"mu_y[367,3]",8.962,0.157,8.703,9.221,1,7738
"mu_y[368,3]",8.945,0.165,8.672,9.215,1,7368
"mu_y[369,3]",8.928,0.196,8.603,9.25,1,7378
"mu_y[370,3]",7.537,0.23,7.158,7.923,1,8163
"mu_y[371,3]",7.533,0.203,7.204,7.87,1.001,7969
"mu_y[372,3]",7.531,0.225,7.162,7.9,1,7941
"mu_y[373,3]",9.215,0.195,8.891,9.539,1,7965
"mu_y[374,3]",9.175,0.181,8.874,9.474,1,7889
"mu_y[375,3]",9.096,0.178,8.808,9.391,1,7878
"mu_y[376,3]",9.008,0.21,8.667,9.354,1,7944
"mu_y[377,3]",8.415,0.217,8.055,8.77,1,6951
"mu_y[378,3]",8.422,0.203,8.089,8.753,1,7265
"mu_y[379,3]",8.429,0.222,8.063,8.792,1,7599
"mu_y[380,3]",8.321,0.215,7.97,8.685,1,7207
"mu_y[381,3]",8.335,0.206,8.001,8.685,1,7412
"mu_y[382,3]",8.396,0.24,8.005,8.799,1,7667
"mu_y[383,3]",9.75,0.185,9.445,10.053,1,8378
"mu_y[384,3]",9.741,0.175,9.453,10.026,1,8289
"mu_y[385,3]",9.733,0.176,9.442,10.02,1,8129
"mu_y[386,3]",9.718,0.2,9.387,10.042,1,8008
"mu_y[387,3]",8.467,0.182,8.174,8.766,1,7291
"mu_y[388,3]",8.491,0.166,8.223,8.759,1,7463
"mu_y[389,3]",8.513,0.158,8.258,8.77,1,7667
"mu_y[390,3]",8.56,0.166,8.287,8.831,1,7811
"mu_y[391,3]",8.606,0.202,8.276,8.939,1,7844
"mu_y[392,3]",8.827,0.183,8.528,9.129,1.001,7850
"mu_y[393,3]",8.794,0.164,8.521,9.065,1.001,7779
"mu_y[394,3]",8.771,0.157,8.511,9.03,1.001,7735
"mu_y[395,3]",8.713,0.165,8.442,8.987,1,7657
"mu_y[396,3]",8.654,0.204,8.316,8.983,1,7520
"mu_y[397,3]",6.075,0.189,5.766,6.384,1,8075
"mu_y[398,3]",5.998,0.177,5.709,6.289,1,8086
"mu_y[399,3]",5.922,0.172,5.64,6.205,1,8114
"mu_y[400,3]",5.624,0.226,5.246,5.998,1,8081
"mu_y[401,3]",6.948,0.178,6.657,7.243,1,8107
"mu_y[402,3]",6.921,0.165,6.651,7.194,1,8026
"mu_y[403,3]",6.891,0.157,6.634,7.151,1,7835
"mu_y[404,3]",6.831,0.165,6.556,7.105,1,7733
"mu_y[405,3]",6.776,0.198,6.453,7.11,1,7793
"mu_y[406,3]",8.112,0.174,7.822,8.401,1,8521
"mu_y[407,3]",8.091,0.161,7.823,8.357,1,8471
"mu_y[408,3]",8.069,0.155,7.815,8.321,1,8431
"mu_y[409,3]",8.027,0.163,7.756,8.291,1,8424
"mu_y[410,3]",7.981,0.199,7.652,8.309,1,8461
"mu_y[411,3]",8.002,0.186,7.694,8.305,1,8099
"mu_y[412,3]",8.002,0.178,7.707,8.294,1,7955
"mu_y[413,3]",8.002,0.177,7.708,8.292,1,7891
"mu_y[414,3]",8.001,0.2,7.676,8.329,1,8073
"mu_y[415,3]",8.42,0.19,8.105,8.732,1,8048
"mu_y[416,3]",8.405,0.179,8.107,8.696,1,7816
"mu_y[417,3]",8.394,0.175,8.102,8.681,1,7868
"mu_y[418,3]",8.327,0.226,7.953,8.691,1,7981
"mu_y[419,3]",8.065,0.179,7.772,8.363,1.001,8319
"mu_y[420,3]",8.081,0.165,7.814,8.355,1,8209
"mu_y[421,3]",8.098,0.157,7.841,8.359,1.001,8110
"mu_y[422,3]",8.131,0.164,7.862,8.404,1,8065
"mu_y[423,3]",8.168,0.202,7.833,8.5,1,8071
"mu_y[424,3]",9.04,0.177,8.754,9.33,1.001,7500
"mu_y[425,3]",9.067,0.161,8.806,9.334,1.001,7519
"mu_y[426,3]",9.092,0.154,8.839,9.344,1.001,7662
"mu_y[427,3]",9.143,0.162,8.882,9.407,1,7703
"mu_y[428,3]",9.198,0.2,8.879,9.53,1,7773
"mu_y[429,3]",8.513,0.191,8.192,8.835,1,8428
"mu_y[430,3]",8.512,0.178,8.213,8.811,1,8206
"mu_y[431,3]",8.51,0.177,8.217,8.802,1,7911
"mu_y[432,3]",8.507,0.204,8.172,8.838,1,7893
"mu_y[433,3]",8.904,0.19,8.59,9.214,1,7750
"mu_y[434,3]",8.9,0.178,8.606,9.189,1,8040
"mu_y[435,3]",8.893,0.177,8.598,9.182,1,7959
"mu_y[436,3]",8.885,0.205,8.548,9.22,1,7871
"mu_y[437,3]",9.368,0.229,8.99,9.743,1,7804
"mu_y[438,3]",9.413,0.206,9.074,9.752,1,8102
"mu_y[439,3]",9.436,0.229,9.062,9.815,1,8107
"mu_y[440,3]",8.573,0.183,8.267,8.874,1,7435
"mu_y[441,3]",8.581,0.174,8.292,8.865,1,7433
"mu_y[442,3]",8.589,0.173,8.305,8.874,1,7494
"mu_y[443,3]",8.606,0.195,8.282,8.928,1,7710
"mu_y[444,3]",5.596,0.185,5.294,5.907,1,7685
"mu_y[445,3]",5.562,0.175,5.276,5.855,1,7774
"mu_y[446,3]",5.524,0.175,5.241,5.814,1,7973
"mu_y[447,3]",5.459,0.199,5.133,5.788,1,8209
"mu_y[448,3]",8.433,0.243,8.032,8.834,1,7866
"mu_y[449,3]",8.418,0.246,8.01,8.825,1,7834
"mu_y[450,3]",7.351,0.201,7.021,7.68,1,7635
"mu_y[451,3]",7.328,0.198,7.005,7.654,1,7700
"mu_y[452,3]",7.308,0.204,6.975,7.647,1,7729
"mu_y[453,3]",7.145,0.203,6.813,7.483,1,7490
"mu_y[454,3]",7.111,0.2,6.783,7.441,1,7750
"mu_y[455,3]",7.083,0.207,6.744,7.429,1,7947
"mu_y[456,3]",8.059,0.202,7.727,8.388,1.001,7878
"mu_y[457,3]",8.063,0.2,7.734,8.391,1.001,7846
"mu_y[458,3]",8.065,0.206,7.727,8.407,1.001,7916
"mu_y[459,3]",6.952,0.202,6.619,7.286,1.001,7743
"mu_y[460,3]",6.901,0.199,6.572,7.23,1.001,7614
"mu_y[461,3]",6.878,0.203,6.543,7.212,1.001,7619
"mu_y[462,3]",7.335,0.243,6.932,7.735,1,7624
"mu_y[463,3]",7.318,0.246,6.912,7.722,1,7671
"mu_y[464,3]",9.116,0.178,8.821,9.408,1,8370
"mu_y[465,3]",9.135,0.164,8.866,9.402,1,8367
"mu_y[466,3]",9.155,0.157,8.899,9.408,1,8369
"mu_y[467,3]",9.194,0.164,8.923,9.461,1,8355
"mu_y[468,3]",9.236,0.201,8.908,9.571,1,8333
"mu_y[469,3]",8.264,0.178,7.973,8.555,1,8016
"mu_y[470,3]",8.254,0.163,7.986,8.518,1,7959
"mu_y[471,3]",8.246,0.156,7.989,8.499,1,7895
"mu_y[472,3]",8.222,0.169,7.944,8.499,1.001,7804
"mu_y[473,3]",8.207,0.199,7.881,8.533,1.001,7747
"mu_y[474,3]",9.477,0.179,9.185,9.771,1,7640
"mu_y[475,3]",9.468,0.164,9.2,9.74,1,7468
"mu_y[476,3]",9.461,0.158,9.205,9.723,1,7415
"mu_y[477,3]",9.446,0.164,9.176,9.717,1,7716
"mu_y[478,3]",9.429,0.197,9.104,9.754,1,8017
"mu_y[479,3]",7.79,0.204,7.461,8.127,1,7489
"mu_y[480,3]",7.784,0.2,7.461,8.119,1,7598
"mu_y[481,3]",7.778,0.206,7.44,8.122,1,7818
"mu_y[482,3]",9.455,0.228,9.083,9.823,1,8072
"mu_y[483,3]",9.478,0.204,9.142,9.813,1,7708
"mu_y[484,3]",9.489,0.226,9.115,9.864,1,7831
"mu_y[485,3]",6.792,0.212,6.441,7.139,1,7889
"mu_y[486,3]",6.793,0.2,6.463,7.119,1,7747
"mu_y[487,3]",6.794,0.222,6.426,7.158,1,7712
"mu_y[488,3]",6.774,0.242,6.378,7.173,1.001,7975
"mu_y[489,3]",6.72,0.243,6.32,7.119,1,8011
"mu_y[490,3]",9.372,0.189,9.064,9.681,1,7663
"mu_y[491,3]",9.263,0.165,8.993,9.53,1,7774
"mu_y[492,3]",9.201,0.157,8.944,9.455,1,7826
"mu_y[493,3]",9.025,0.165,8.755,9.298,1,7806
"mu_y[494,3]",8.86,0.207,8.515,9.198,1,7647
"mu_y[495,3]",8.731,0.201,8.396,9.062,1,8146
"mu_y[496,3]",8.74,0.198,8.411,9.062,1,7850
"mu_y[497,3]",8.747,0.204,8.408,9.079,1,7669
"mu_y[498,3]",7.571,0.218,7.215,7.927,1,7689
"mu_y[499,3]",7.582,0.201,7.254,7.901,1,7633
"mu_y[500,3]",7.591,0.223,7.223,7.958,1,7710
"mu_y[501,3]",7.951,0.24,7.555,8.342,1,7487
"mu_y[502,3]",7.919,0.245,7.518,8.324,1,7465
"mu_y[503,3]",8.6,0.178,8.311,8.898,1,8153
"mu_y[504,3]",8.587,0.163,8.32,8.861,1,8084
"mu_y[505,3]",8.574,0.155,8.318,8.834,1,8022
"mu_y[506,3]",8.549,0.164,8.286,8.824,1,8003
"mu_y[507,3]",8.523,0.2,8.195,8.854,1,8088
"mu_y[508,3]",7.036,0.176,6.749,7.328,1,8232
"mu_y[509,3]",7.016,0.163,6.748,7.292,1.001,7999
"mu_y[510,3]",6.994,0.155,6.74,7.251,1.001,7882
"mu_y[511,3]",6.952,0.164,6.685,7.223,1.001,8102
"mu_y[512,3]",6.91,0.199,6.59,7.237,1.001,8252
"mu_y[513,3]",8.324,0.181,8.026,8.618,1,8399
"mu_y[514,3]",8.304,0.165,8.031,8.574,1,8370
"mu_y[515,3]",8.286,0.157,8.029,8.544,1,8351
"mu_y[516,3]",8.241,0.168,7.965,8.518,1,8376
"mu_y[517,3]",8.213,0.194,7.893,8.531,1,8390
"mu_y[518,3]",8.421,0.195,8.102,8.744,1,7910
"mu_y[519,3]",8.349,0.178,8.057,8.641,1,8025
"mu_y[520,3]",8.232,0.177,7.943,8.526,1,8220
"mu_y[521,3]",8.11,0.209,7.769,8.458,1,8281
"mu_y[522,3]",8.21,0.202,7.877,8.539,1,7998
"mu_y[523,3]",8.201,0.176,7.912,8.487,1,7989
"mu_y[524,3]",8.192,0.178,7.897,8.481,1,8105
"mu_y[525,3]",8.183,0.203,7.841,8.512,1,8270
"mu_y[526,3]",8.008,0.212,7.663,8.35,1,7868
"mu_y[527,3]",7.936,0.201,7.608,8.262,1,7753
"mu_y[528,3]",7.547,0.244,7.14,7.945,1,8096
"mu_y[529,3]",8.556,0.221,8.194,8.914,1,7764
"mu_y[530,3]",8.561,0.201,8.23,8.892,1,7771
"mu_y[531,3]",8.565,0.223,8.196,8.933,1,7863
"mu_y[532,3]",7.792,0.212,7.441,8.134,1.001,7665
"mu_y[533,3]",7.771,0.202,7.435,8.104,1.001,7466
"mu_y[534,3]",7.752,0.22,7.385,8.115,1,7573
"mu_y[535,3]",7.009,0.184,6.706,7.308,1.001,7525
"mu_y[536,3]",6.968,0.173,6.685,7.25,1,7342
"mu_y[537,3]",6.931,0.172,6.652,7.21,1,7286
"mu_y[538,3]",6.854,0.194,6.538,7.169,1,7607
"mu_y[539,3]",7.106,0.189,6.798,7.417,1,8108
"mu_y[540,3]",7.065,0.179,6.773,7.359,1,7985
"mu_y[541,3]",6.964,0.177,6.673,7.256,1,7797
"mu_y[542,3]",6.869,0.205,6.532,7.206,1,7871
"mu_y[543,3]",9.175,0.222,8.817,9.541,1,7893
"mu_y[544,3]",9.21,0.202,8.879,9.541,1,7678
"mu_y[545,3]",9.232,0.222,8.868,9.596,1,7621
"mu_y[546,3]",10.268,0.204,9.93,10.604,1,8089
"mu_y[547,3]",10.318,0.2,9.99,10.651,1,8030
"mu_y[548,3]",10.367,0.208,10.026,10.71,1,7743
"mu_y[549,3]",8.143,0.19,7.827,8.447,1,7402
"mu_y[550,3]",8.202,0.167,7.926,8.475,1,7671
"mu_y[551,3]",8.258,0.156,7.999,8.512,1,7852
"mu_y[552,3]",8.363,0.166,8.089,8.637,1,7817
"mu_y[553,3]",8.479,0.218,8.127,8.842,1,7147
"mu_y[554,3]",9.25,0.244,8.85,9.652,1,7992
"mu_y[555,3]",9.263,0.246,8.861,9.669,1,7986
"mu_y[556,3]",9.736,0.203,9.403,10.069,1,8004
"mu_y[557,3]",9.736,0.2,9.409,10.067,1,8029
"mu_y[558,3]",9.737,0.207,9.398,10.077,1,8056
"mu_y[559,3]",9.525,0.228,9.146,9.89,1,6945
"mu_y[560,3]",9.711,0.18,9.413,10.005,1,8029
"mu_y[561,3]",9.916,0.188,9.611,10.226,1,8035
"mu_y[562,3]",10.027,0.218,9.676,10.39,1,7337
"mu_y[563,3]",8.615,0.205,8.278,8.956,1.001,7680
"mu_y[564,3]",8.619,0.203,8.286,8.953,1.001,7687
"mu_y[565,3]",8.623,0.211,8.275,8.968,1,7748
"mu_y[566,3]",5.742,0.245,5.335,6.146,1,7457
"mu_y[567,3]",5.704,0.248,5.295,6.115,1,7444
"mu_y[568,3]",7.399,0.179,7.106,7.688,1,7797
"mu_y[569,3]",7.327,0.163,7.057,7.59,1,7878
"mu_y[570,3]",7.257,0.156,7.002,7.511,1,7978
"mu_y[571,3]",7.118,0.164,6.846,7.388,1,8070
"mu_y[572,3]",6.966,0.204,6.626,7.298,1,7512
"mu_y[573,3]",5.656,0.222,5.284,6.023,1,8240
"mu_y[574,3]",5.481,0.2,5.15,5.806,1,8007
"mu_y[575,3]",5.355,0.222,4.991,5.719,1,7843
"mu_y[576,3]",7.527,0.191,7.216,7.842,1,8411
"mu_y[577,3]",7.499,0.179,7.204,7.795,1,8321
"mu_y[578,3]",7.442,0.177,7.154,7.73,1,8152
"mu_y[579,3]",7.369,0.212,7.023,7.717,1,8101
"mu_y[580,3]",7.595,0.18,7.303,7.896,1,7411
"mu_y[581,3]",7.532,0.165,7.262,7.806,1,7463
"mu_y[582,3]",7.474,0.158,7.215,7.737,1,7582
"mu_y[583,3]",7.355,0.166,7.086,7.628,1,7739
"mu_y[584,3]",7.237,0.198,6.915,7.56,1,7876
"mu_y[585,3]",10.064,0.19,9.748,10.378,1,7701
"mu_y[586,3]",10.113,0.176,9.82,10.399,1,7837
"mu_y[587,3]",10.201,0.174,9.916,10.482,1,8165
"mu_y[588,3]",10.3,0.205,9.968,10.642,1,8276
"mu_y[589,3]",9.027,0.184,8.723,9.332,1,7955
"mu_y[590,3]",9.022,0.175,8.737,9.308,1,7873
"mu_y[591,3]",9.018,0.175,8.731,9.306,1,7858
"mu_y[592,3]",9.008,0.2,8.681,9.332,1,7931
"mu_y[593,3]",6.763,0.179,6.466,7.056,1,7901
"mu_y[594,3]",6.734,0.167,6.457,7.01,1,7866
"mu_y[595,3]",6.705,0.16,6.44,6.971,1.001,7837
"mu_y[596,3]",6.644,0.167,6.37,6.923,1,7818
"mu_y[597,3]",6.584,0.199,6.263,6.913,1,7841
"mu_y[598,3]",8.234,0.177,7.941,8.525,1.001,8161
"mu_y[599,3]",8.233,0.164,7.961,8.501,1.001,8104
"mu_y[600,3]",8.232,0.157,7.97,8.491,1.001,7967
"mu_y[601,3]",8.23,0.166,7.952,8.501,1.001,7702
"mu_y[602,3]",8.228,0.203,7.895,8.561,1,7611
"mu_y[603,3]",8.918,0.187,8.612,9.228,1,8191
"mu_y[604,3]",8.902,0.177,8.61,9.195,1,8043
"mu_y[605,3]",8.866,0.176,8.573,9.159,1,7851
"mu_y[606,3]",8.832,0.202,8.496,9.167,1,7904
"mu_y[607,3]",11.334,0.205,10.992,11.668,1.001,8272
"mu_y[608,3]",11.354,0.201,11.017,11.682,1,8341
"mu_y[609,3]",11.375,0.208,11.03,11.716,1,8339
"mu_y[610,3]",7.801,0.208,7.454,8.143,1,7679
"mu_y[611,3]",7.765,0.196,7.437,8.087,1,7781
"mu_y[612,3]",7.729,0.214,7.372,8.08,1,7944
"mu_y[613,3]",8.351,0.201,8.022,8.682,1,7812
"mu_y[614,3]",8.345,0.198,8.023,8.672,1,7836
"mu_y[615,3]",8.34,0.204,8.007,8.679,1,7885
"mu_y[616,3]",8.55,0.189,8.243,8.858,1,8013
"mu_y[617,3]",8.561,0.177,8.27,8.853,1,7922
"mu_y[618,3]",8.583,0.176,8.291,8.873,1,7392
"mu_y[619,3]",8.604,0.2,8.269,8.931,1,7258
"mu_y[620,3]",10.467,0.247,10.061,10.878,1,8379
"mu_y[621,3]",10.495,0.25,10.088,10.911,1,8387
"mu_y[622,3]",8.682,0.185,8.375,8.987,1,7795
"mu_y[623,3]",8.713,0.175,8.425,9.003,1,7748
"mu_y[624,3]",8.746,0.174,8.464,9.033,1,7751
"mu_y[625,3]",8.81,0.199,8.486,9.138,1,7921
"mu_y[626,3]",10.018,0.181,9.723,10.321,1,8239
"mu_y[627,3]",9.997,0.165,9.727,10.273,1,8193
"mu_y[628,3]",9.977,0.157,9.718,10.24,1.001,8140
"mu_y[629,3]",9.936,0.164,9.664,10.204,1,8059
"mu_y[630,3]",9.892,0.201,9.561,10.219,1,8032
"mu_y[631,3]",8.048,0.214,7.7,8.397,1,7973
"mu_y[632,3]",8.039,0.201,7.711,8.369,1,7996
"mu_y[633,3]",8.03,0.219,7.669,8.391,1,7932
"mu_y[634,3]",8.812,0.189,8.501,9.124,1,8054
"mu_y[635,3]",8.841,0.178,8.549,9.137,1,7985
"mu_y[636,3]",8.897,0.178,8.605,9.19,1.001,8044
"mu_y[637,3]",8.951,0.206,8.619,9.293,1,8270
"mu_y[638,3]",5.038,0.192,4.726,5.356,1,7486
"mu_y[639,3]",4.926,0.173,4.644,5.212,1.001,7690
"mu_y[640,3]",4.796,0.16,4.534,5.057,1.001,7864
"mu_y[641,3]",4.555,0.172,4.276,4.834,1,7584
"mu_y[642,3]",4.31,0.221,3.94,4.672,1,7023
"mu_y[643,3]",7.15,0.244,6.753,7.555,1,7975
"mu_y[644,3]",7.122,0.247,6.722,7.534,1,8083
"mu_y[645,3]",7.072,0.201,6.741,7.399,1,7707
"mu_y[646,3]",7.032,0.198,6.706,7.353,1,7744
"mu_y[647,3]",6.992,0.206,6.658,7.327,1,7744
"mu_y[648,3]",9.125,0.24,8.726,9.52,1.001,7687
"mu_y[649,3]",9.125,0.244,8.724,9.522,1.001,7682
"mu_y[650,3]",10.369,0.203,10.037,10.706,1,7594
"mu_y[651,3]",10.382,0.2,10.056,10.718,1,7660
"mu_y[652,3]",10.402,0.209,10.064,10.751,1,7595
"mu_y[653,3]",8.686,0.186,8.382,8.998,1,8120
"mu_y[654,3]",8.648,0.176,8.358,8.941,1,8158
"mu_y[655,3]",8.608,0.175,8.321,8.898,1,8022
"mu_y[656,3]",8.531,0.2,8.199,8.856,1,7791
"mu_y[657,3]",12.825,0.21,12.483,13.172,1,7549
"mu_y[658,3]",12.859,0.2,12.531,13.194,1,7667
"mu_y[659,3]",12.927,0.219,12.569,13.293,1,8000
"mu_y[660,3]",9.98,0.206,9.643,10.324,1,8075
"mu_y[661,3]",10,0.201,9.67,10.335,1,8072
"mu_y[662,3]",10.043,0.217,9.684,10.405,1,8057
"mu_y[663,3]",8.659,0.246,8.256,9.059,1,8263
"mu_y[664,3]",8.676,0.251,8.264,9.08,1,8038
"mu_y[665,3]",7.211,0.206,6.879,7.55,1,8543
"mu_y[666,3]",7.047,0.178,6.756,7.337,1,8570
"mu_y[667,3]",6.859,0.181,6.557,7.152,1,8542
"mu_y[668,3]",6.712,0.21,6.367,7.051,1,8498
"mu_y[669,3]",8.197,0.23,7.824,8.581,1,8287
"mu_y[670,3]",8.15,0.204,7.817,8.485,1,8076
"mu_y[671,3]",8.125,0.227,7.756,8.499,1,8013
"mu_y[672,3]",6.916,0.179,6.625,7.212,1,8139
"mu_y[673,3]",6.907,0.164,6.642,7.176,1,8022
"mu_y[674,3]",6.898,0.157,6.642,7.157,1,7941
"mu_y[675,3]",6.883,0.166,6.615,7.153,1,8024
"mu_y[676,3]",6.867,0.199,6.541,7.186,1,8123
"mu_y[677,3]",7.367,0.206,7.022,7.701,1,8228
"mu_y[678,3]",7.367,0.178,7.074,7.66,1,8184
"mu_y[679,3]",7.368,0.181,7.073,7.668,1,8177
"mu_y[680,3]",7.368,0.213,7.021,7.724,1,8074
"mu_y[681,3]",8.729,0.197,8.404,9.048,1,8552
"mu_y[682,3]",8.741,0.182,8.441,9.038,1,8420
"mu_y[683,3]",8.776,0.179,8.485,9.07,1,7915
"mu_y[684,3]",8.799,0.208,8.464,9.136,1,7794
"mu_y[685,3]",9.229,0.247,8.823,9.633,1,8131
"mu_y[686,3]",9.229,0.252,8.823,9.648,1,8066
"mu_y[687,3]",8.859,0.21,8.511,9.205,1.001,8166
"mu_y[688,3]",8.863,0.2,8.534,9.192,1,7991
"mu_y[689,3]",8.867,0.219,8.512,9.225,1,8008
"mu_y[690,3]",12.02,0.268,11.583,12.463,1,8119
"mu_y[691,3]",12.217,0.279,11.759,12.675,1,7818
"mu_y[692,3]",7.447,0.205,7.108,7.783,1,7559
"mu_y[693,3]",7.464,0.178,7.168,7.751,1,7803
"mu_y[694,3]",7.48,0.18,7.184,7.772,1,8147
"mu_y[695,3]",7.499,0.214,7.149,7.851,1,8200
"mu_y[696,3]",10.576,0.194,10.259,10.891,1,8235
"mu_y[697,3]",10.563,0.18,10.27,10.856,1,8111
"mu_y[698,3]",10.541,0.179,10.251,10.835,1.001,7929
"mu_y[699,3]",10.518,0.211,10.175,10.865,1.001,7926
"mu_y[700,3]",7.901,0.21,7.548,8.244,1,7970
"mu_y[701,3]",7.894,0.202,7.558,8.229,1,7920
"mu_y[702,3]",7.862,0.241,7.473,8.265,1,7730
"mu_y[703,3]",8.079,0.18,7.779,8.373,1,8371
"mu_y[704,3]",8.084,0.165,7.812,8.35,1,8309
"mu_y[705,3]",8.088,0.157,7.828,8.34,1,8226
"mu_y[706,3]",8.097,0.165,7.823,8.366,1,8087
"mu_y[707,3]",8.105,0.2,7.778,8.434,1,7977
"mu_y[708,3]",7.511,0.176,7.222,7.795,1,7819
"mu_y[709,3]",7.467,0.162,7.198,7.727,1,7777
"mu_y[710,3]",7.425,0.156,7.163,7.677,1,7804
"mu_y[711,3]",7.342,0.164,7.075,7.611,1,8003
"mu_y[712,3]",7.258,0.195,6.938,7.579,1,8275
"mu_y[713,3]",8.824,0.189,8.511,9.131,1,7772
"mu_y[714,3]",8.819,0.177,8.527,9.107,1,7948
"mu_y[715,3]",8.81,0.175,8.523,9.091,1,8325
"mu_y[716,3]",8.801,0.2,8.469,9.13,1,8532
"mu_y[717,3]",7.958,0.184,7.654,8.257,1,7830
"mu_y[718,3]",7.916,0.175,7.628,8.201,1,7601
"mu_y[719,3]",7.872,0.174,7.588,8.159,1,7416
"mu_y[720,3]",7.783,0.198,7.458,8.108,1,7315
"mu_y[721,3]",6.359,0.208,6.016,6.698,1,8133
"mu_y[722,3]",6.341,0.199,6.016,6.67,1,8118
"mu_y[723,3]",6.29,0.224,5.927,6.662,1,8059
"mu_y[724,3]",7.065,0.34,6.506,7.623,1,7696
"mu_y[725,3]",7.779,0.238,7.38,8.164,1,7996
"mu_y[726,3]",7.763,0.241,7.362,8.155,1,7970
"mu_y[727,3]",7.061,0.258,6.64,7.488,1,8047
"mu_y[728,3]",6.986,0.267,6.559,7.424,1.001,8080
"mu_y[729,3]",9.11,0.203,8.776,9.441,1,7737
"mu_y[730,3]",9.105,0.199,8.775,9.428,1,7768
"mu_y[731,3]",9.1,0.206,8.76,9.431,1,7744
"mu_y[732,3]",7.258,0.184,6.958,7.559,1,8250
"mu_y[733,3]",7.248,0.174,6.963,7.534,1,8208
"mu_y[734,3]",7.235,0.173,6.951,7.518,1,8208
"mu_y[735,3]",7.215,0.195,6.892,7.529,1,8288
"mu_y[736,3]",8.137,0.183,7.834,8.431,1,8237
"mu_y[737,3]",8.121,0.173,7.837,8.404,1,8186
"mu_y[738,3]",8.1,0.174,7.81,8.384,1,8169
"mu_y[739,3]",8.077,0.193,7.756,8.396,1,8209
"mu_y[740,3]",6.284,0.196,5.968,6.603,1,8478
"mu_y[741,3]",6.22,0.181,5.925,6.516,1,8317
"mu_y[742,3]",6.1,0.179,5.807,6.394,1,8077
"mu_y[743,3]",5.973,0.212,5.634,6.323,1,8071
"mu_y[744,3]",9.997,0.179,9.705,10.296,1,7788
"mu_y[745,3]",9.948,0.167,9.675,10.225,1,7726
"mu_y[746,3]",9.9,0.162,9.634,10.17,1,7714
"mu_y[747,3]",9.813,0.17,9.53,10.095,1,7811
"mu_y[748,3]",9.729,0.197,9.403,10.049,1,7984
"mu_y[749,3]",5.583,0.176,5.295,5.871,1.001,8006
"mu_y[750,3]",5.502,0.165,5.236,5.776,1.001,7889
"mu_y[751,3]",5.436,0.161,5.177,5.701,1.001,7816
"mu_y[752,3]",5.29,0.168,5.015,5.569,1.001,7824
"mu_y[753,3]",5.17,0.187,4.866,5.48,1.001,7946
"mu_y[754,3]",6.687,0.207,6.34,7.027,1,8058
"mu_y[755,3]",6.653,0.206,6.312,6.987,1,8072
"mu_y[756,3]",6.603,0.213,6.248,6.949,1,8080
"mu_y[757,3]",9.537,0.194,9.22,9.857,1,7498
"mu_y[758,3]",9.352,0.177,9.06,9.641,1.001,7962
"mu_y[759,3]",9.262,0.177,8.97,9.554,1,8109
"mu_y[760,3]",8.994,0.208,8.652,9.328,1,7989
"mu_y[761,3]",9.06,0.162,8.791,9.326,1,7838
"mu_y[762,3]",9.026,0.153,8.773,9.277,1,7834
"mu_y[763,3]",8.985,0.147,8.74,9.223,1,7854
"mu_y[764,3]",8.941,0.148,8.695,9.182,1,7907
"mu_y[765,3]",8.9,0.155,8.645,9.157,1,7975
"mu_y[766,3]",8.84,0.175,8.551,9.13,1,7973
